tweet,tweet_cf
"@slrvrqueen Iy..
Sekolah di rumah..
Kalo guru w ada di kota yang sama dngn w..
Guru dtng ke rumah... Kek sklh offline
Kalo w lagi di luar kota.. Materi and soal latihan dikirim lewat e-mail deh..
Dan itu sdh berlangsung selama 4 tahun terakhir..","@slrvrqueen iy..
sekolah di rumah..
kalo guru w ada di kota yang sama dngn w..
guru dtng ke rumah... kek sklh offline
kalo w lagi di luar kota.. materi and soal latihan dikirim lewat e-mail deh..
dan itu sdh berlangsung selama 4 tahun terakhir.."
@minewithmine MAU KAK BUAT JAJAN SUNSCREEN BUAT SEKOLAH OFFLINE,@minewithmine mau kak buat jajan sunscreen buat sekolah offline
"first day sistem penggiliran untuk kumpulan pelajar B: 

Ada budak kumpulan A yang masih datang sekolah walaupun dah pesan minggu lepas. 

Cikgu? Ulang balik from A-Z apa yang ajar kat A last week sebab PdPR offline module tak berkesan tanpa ada penerangan yg jelas dri guru.","first day sistem penggiliran untuk kumpulan pelajar b: 

ada budak kumpulan a yang masih datang sekolah walaupun dah pesan minggu lepas. 

cikgu? ulang balik from a-z apa yang ajar kat a last week sebab pdpr offline module tak berkesan tanpa ada penerangan yg jelas dri guru."
jahat bgt mrk ngerencanain liburan di depan gue yg minggu ini full sekolah offline 😀,jahat bgt mrk ngerencanain liburan di depan gue yg minggu ini full sekolah offline 😀
"GW BARU KLS 9 TUGAS UDH GA NGOTAK HAHAHA APALAGI KULIAH MAMPUS GW,,,,,, APA JANGAN"" KARENA GW TOLIL TUGAS 5 DOANG DI BILANG BANYAK? ,,,,, LEBIH DARI 5 BTW BUKAN CUMA 5 ,,, KARENA GW UDAH SEKOLAH OFFLINE KUIS &amp; ULANGAN UDH JADI TUGAS GW JGA HAHAHAHAHAH CAPEK SAYA PAK BUK WKWKWK","gw baru kls 9 tugas udh ga ngotak hahaha apalagi kuliah mampus gw,,,,,, apa jangan"" karena gw tolil tugas 5 doang di bilang banyak? ,,,,, lebih dari 5 btw bukan cuma 5 ,,, karena gw udah sekolah offline kuis &amp; ulangan udh jadi tugas gw jga hahahahahah capek saya pak buk wkwkwk"
"Gapapa deh gua sekolah offline trs asal ga satu kelas masuk, udh srek bgt gua sama sesi ini","gapapa deh gua sekolah offline trs asal ga satu kelas masuk, udh srek bgt gua sama sesi ini"
@gwgjbgt Asikk dong sekolah offline,@gwgjbgt asikk dong sekolah offline
@convomfs sekolah mu masih daring apa udah offline?,@convomfs sekolah mu masih daring apa udah offline?
@convomf Lebih suka sekolah offline apa online?,@convomf lebih suka sekolah offline apa online?
@petterhanniee semoga cepet sembuh ya biar bisa sekolah offline!! aku lagi mikirin uts soalnya disuruh bikin video terus 🤕,@petterhanniee semoga cepet sembuh ya biar bisa sekolah offline!! aku lagi mikirin uts soalnya disuruh bikin video terus 🤕
hmm eh ya tapi sekolah offline juga aku gakenal temen sekelas sih. km kenal gak? @aheuheuu,hmm eh ya tapi sekolah offline juga aku gakenal temen sekelas sih. km kenal gak? @aheuheuu
"@rosyceae Demi tadi soalnya juga gw kek gini tadi pagi, mana sekolah offline, terus gurunya juga ngawas di belakang gw kek deg-degan banget 😭","@rosyceae demi tadi soalnya juga gw kek gini tadi pagi, mana sekolah offline, terus gurunya juga ngawas di belakang gw kek deg-degan banget 😭"
@givenchyholland Ah soal sekolah offline sm online btw,@givenchyholland ah soal sekolah offline sm online btw
"Selama ini berangkat gelap pulang gelap, sampe gak tau kalo sekolah udah offline ya? WKWKWK","selama ini berangkat gelap pulang gelap, sampe gak tau kalo sekolah udah offline ya? wkwkwk"
@DGXIOR tadi revan keluar ya? sekolah kamu offline/online dek?,@dgxior tadi revan keluar ya? sekolah kamu offline/online dek?
"gakkk sengaja kepencet kata tengah!!!😭

itu tmen lagi blg ""besok takut sekolah offline"" https://t.co/5yhtEAU1wq","gakkk sengaja kepencet kata tengah!!!😭

itu tmen lagi blg ""besok takut sekolah offline"" https://t.co/5yhteau1wq"
Jujur kangen sekolah offline sih,jujur kangen sekolah offline sih
"Aku jahat ya? :( iya,pasti jahat banget :(

Kalo gini mending sekolahnya dirumah aja,males ketemu ""temen temen sekelas"". Tapi aku pengen sekolah offline juga :(

Duhhhhhh,aku bakal coba berdamai sama hati deh. Mungkin butuh waktu yang lama😭😭tapi ayo cha,kendaliin diri sendiri🍧","aku jahat ya? :( iya,pasti jahat banget :(

kalo gini mending sekolahnya dirumah aja,males ketemu ""temen temen sekelas"". tapi aku pengen sekolah offline juga :(

duhhhhhh,aku bakal coba berdamai sama hati deh. mungkin butuh waktu yang lama😭😭tapi ayo cha,kendaliin diri sendiri🍧"
aku dah sekolah offline walaupun sehari masuk ny udh seneng 😭😭,aku dah sekolah offline walaupun sehari masuk ny udh seneng 😭😭
"@bertanyarl -1 😠😩 hari ini hari pertama sekolah offline. Pas berangkat hujan, pulangnya motor mogok sampe harus jalan kaki di siang bolong+pake pantofel.","@bertanyarl -1 😠😩 hari ini hari pertama sekolah offline. pas berangkat hujan, pulangnya motor mogok sampe harus jalan kaki di siang bolong+pake pantofel."
@convomf Sekolah online/offline?,@convomf sekolah online/offline?
"@thinkingabtwkh akuu gak pensi kook, cuma ngurangin koleksi, karena habis gini sekolah offline jdi takut gadirawat pcku 😥","@thinkingabtwkh akuu gak pensi kook, cuma ngurangin koleksi, karena habis gini sekolah offline jdi takut gadirawat pcku 😥"
"kayaknya bakal rest hunter dulu, mau sekolah offline💃","kayaknya bakal rest hunter dulu, mau sekolah offline💃"
"mending offline deh kalau sekolah, online mumet banget gue.","mending offline deh kalau sekolah, online mumet banget gue."
"@schfess Aku udh mulai sekolah offline jugaa tpi di sesi, sesi 1 pagi sampe siang, sesi 2 siang sama sore","@schfess aku udh mulai sekolah offline jugaa tpi di sesi, sesi 1 pagi sampe siang, sesi 2 siang sama sore"
"beginilah jadinya dari kelas 10 sampe sekarang kelas 11, engga sekolah offline.

parkiran aja engga tau di mana🤣 https://t.co/pSQ2ipnJyh","beginilah jadinya dari kelas 10 sampe sekarang kelas 11, engga sekolah offline.

parkiran aja engga tau di mana🤣 https://t.co/psq2ipnjyh"
@convomf Sekolah online ngeluh sekolah offline ngeluh,@convomf sekolah online ngeluh sekolah offline ngeluh
"Offline school bikin capek luar dalam njir, fisik gw capek banget karena sekolah jauh, di kelas jg kurang maksimal rasanya https://t.co/bOULwhmtfA","offline school bikin capek luar dalam njir, fisik gw capek banget karena sekolah jauh, di kelas jg kurang maksimal rasanya https://t.co/boulwhmtfa"
Kalo lg proses move on gini pengennya sekolah offline full day bercanda sm temen2 trs jd cepet bgttt lupain rasa sakitnya:((,kalo lg proses move on gini pengennya sekolah offline full day bercanda sm temen2 trs jd cepet bgttt lupain rasa sakitnya:((
"gua sekolah offline : 
belajar ❎
pedicure and manicure ✅
 gua kesekolah numpang bersihin kuku lumayan gratis ☺️🤣","gua sekolah offline : 
belajar ❎
pedicure and manicure ✅
 gua kesekolah numpang bersihin kuku lumayan gratis ☺️🤣"
"@convomfs Sering banget 🤧 apalagi pas SMA waktu itu sekolah offline, nh jalan pulang itu lewat tempat tongkrongan (warung tp sering dijadikan tempat tongkrongan anak sekolahan, khusus dr sekolah kami) untungnya sih pake motor aku","@convomfs sering banget 🤧 apalagi pas sma waktu itu sekolah offline, nh jalan pulang itu lewat tempat tongkrongan (warung tp sering dijadikan tempat tongkrongan anak sekolahan, khusus dr sekolah kami) untungnya sih pake motor aku"
"@tacendaqloo Gapapaa nanti aku yang mulung!! Semangat sekolah, seru banget uda offline 😖","@tacendaqloo gapapaa nanti aku yang mulung!! semangat sekolah, seru banget uda offline 😖"
"@Sas_Frio @convomf Kalo alasan kamu begitu memang bisa diterima sih dan mungkin beberapa orang bisa nyari temen kaya kamu gitu. Tapi coba dari sudut pandang lain, mungkin ada yg ditempat kuliah/sekolah kena pembullyan atau apapun itu yg merugikan jadi mereka senang online daripada offline.","@sas_frio @convomf kalo alasan kamu begitu memang bisa diterima sih dan mungkin beberapa orang bisa nyari temen kaya kamu gitu. tapi coba dari sudut pandang lain, mungkin ada yg ditempat kuliah/sekolah kena pembullyan atau apapun itu yg merugikan jadi mereka senang online daripada offline."
"@jinmasganteng_ @convomf Kalo dari sisi aku, aku try hard buat membaur pas di kuliahan. Ya coba aja nyari temen yg satu minat sm org2 kek gt. Atau ga, biasanya bantu temen kalo kesusahan tugas, ntar bs tau mana temen mana bukan
Jgn djadiin alesan gamau sekolah offline gr2 susah cari temen sih imo","@jinmasganteng_ @convomf kalo dari sisi aku, aku try hard buat membaur pas di kuliahan. ya coba aja nyari temen yg satu minat sm org2 kek gt. atau ga, biasanya bantu temen kalo kesusahan tugas, ntar bs tau mana temen mana bukan
jgn djadiin alesan gamau sekolah offline gr2 susah cari temen sih imo"
pengen cepet sekolah offline😭😭,pengen cepet sekolah offline😭😭
"pas sekolah online: ""buruan kek sekolah tatap muka (offline)""

pas sekolah offline: ""gpp balik lagi sekolah online aja gpp yakin:)""","pas sekolah online: ""buruan kek sekolah tatap muka (offline)""

pas sekolah offline: ""gpp balik lagi sekolah online aja gpp yakin:)"""
gue pas sekolah offline nanti https://t.co/g7vALYj7xf,gue pas sekolah offline nanti https://t.co/g7valyj7xf
"@ka2inaa Iyaa karr mingdep balik nih gue, kalau sekalian sekolah offline berarti udh gue di jkt sampe libur akhir tahun","@ka2inaa iyaa karr mingdep balik nih gue, kalau sekalian sekolah offline berarti udh gue di jkt sampe libur akhir tahun"
"Dulu ya pas masih sekolah offline aku biasanya hafal sama jadwal pelajaran hari ini hari itu, tapi sekarang gak hapal sama sekali😑","dulu ya pas masih sekolah offline aku biasanya hafal sama jadwal pelajaran hari ini hari itu, tapi sekarang gak hapal sama sekali😑"
percuma sekolah udh balik offline klo ttp ga diksi duit jajan 😞,percuma sekolah udh balik offline klo ttp ga diksi duit jajan 😞
sch! akhirnya offline lagi... terakhir offline di sekolah ini pas kelas 8 dan sekarang udah kelas 10 🙂 (sender SMP dan SMA di gedung yang sama) tapi ini sender kecepatan jadi masih sendiri di kelas 😞💔 https://t.co/PAUlbqnGdf,sch! akhirnya offline lagi... terakhir offline di sekolah ini pas kelas 8 dan sekarang udah kelas 10 🙂 (sender smp dan sma di gedung yang sama) tapi ini sender kecepatan jadi masih sendiri di kelas 😞💔 https://t.co/paulbqngdf
"@CUTIEINNIEEE Sama samaa.. Sekolah offline emg bikin capek. Aku ngerasain wkwk apalagi kl udah sorenya tambah les²

Semoga bisa cpt beradaptasi dg baik 👍

Eh tp dulu aku betah bgt di sekolah sampe sore bgt jam 4-5 sore baru pulang 😂","@cutieinnieee sama samaa.. sekolah offline emg bikin capek. aku ngerasain wkwk apalagi kl udah sorenya tambah les²

semoga bisa cpt beradaptasi dg baik 👍

eh tp dulu aku betah bgt di sekolah sampe sore bgt jam 4-5 sore baru pulang 😂"
"Yg masih sekolah/kerja via online mah enak, kalo begadang, bangunnya kesiangan gak perlu khawatir. Lah yg berangkat kerja/sekolah offline itu yg gedandapan puyeng","yg masih sekolah/kerja via online mah enak, kalo begadang, bangunnya kesiangan gak perlu khawatir. lah yg berangkat kerja/sekolah offline itu yg gedandapan puyeng"
"@collegemenfess 880k uang jajan + uang bensin, kadang suka ditambah 100-250k sama kakek kalo lagi main ke rumahnya. tapi ini pas jaman SMA offline sih. buat kos sama keperluan sekolah kayak fotokopi ntar dikasih sendiri","@collegemenfess 880k uang jajan + uang bensin, kadang suka ditambah 100-250k sama kakek kalo lagi main ke rumahnya. tapi ini pas jaman sma offline sih. buat kos sama keperluan sekolah kayak fotokopi ntar dikasih sendiri"
"@beachbbun widih mantap, btw kamu dom mana kok cepet udah sekolah offline dari pagi sampe sore?","@beachbbun widih mantap, btw kamu dom mana kok cepet udah sekolah offline dari pagi sampe sore?"
@beachbbun udah sekolah offline dari pagi sampe sore kah?,@beachbbun udah sekolah offline dari pagi sampe sore kah?
"@chocowonxny Baikk, ini sekolah udah mulai offline n TUGASNYA BANYAK BGT🥲🥲 jadi lumayan jarang on twt:"". Hbu?","@chocowonxny baikk, ini sekolah udah mulai offline n tugasnya banyak bgt🥲🥲 jadi lumayan jarang on twt:"". hbu?"
@hooniest_ sekolah udah offline n TUGAS BANYAK BGT HSSJ😩😩,@hooniest_ sekolah udah offline n tugas banyak bgt hssj😩😩
"syg! Gaada bersyukurnya ini org2, giliran online pada pengennya offline. Skrg dah ada sekolah offline malah pengennya online lg. Maunya pada gimana sih, ga konsisten. Kalo gini caranya, lu semua mending gausah sekolah deh","syg! gaada bersyukurnya ini org2, giliran online pada pengennya offline. skrg dah ada sekolah offline malah pengennya online lg. maunya pada gimana sih, ga konsisten. kalo gini caranya, lu semua mending gausah sekolah deh"
tadi udah mulai sekolah offline,tadi udah mulai sekolah offline
"say! Gaada bersyukurnya ini org2, giliran online pada pengennya offline. Skrg dah ada sekolah offline malah pengennya online lg. Mending lu ga usah sekolah deh, aku kesel sm lu semua","say! gaada bersyukurnya ini org2, giliran online pada pengennya offline. skrg dah ada sekolah offline malah pengennya online lg. mending lu ga usah sekolah deh, aku kesel sm lu semua"
"Alhamdulillah jalan 2 bulan ini udah mulai sekolah offline. Mulai dikasih sangu sama ortu. Jatah 5k sehari. Nabung Alhamdulillah jalan tapi bukan cuma untuk album SN. Mulai kekumpul byk, aku ambil buat beli jilbab dll. Sampe sekarang cuma kekumpul 150k.","alhamdulillah jalan 2 bulan ini udah mulai sekolah offline. mulai dikasih sangu sama ortu. jatah 5k sehari. nabung alhamdulillah jalan tapi bukan cuma untuk album sn. mulai kekumpul byk, aku ambil buat beli jilbab dll. sampe sekarang cuma kekumpul 150k."
HARI JUMAT SEKOLAH OFFLINE https://t.co/323i0RuOD2,hari jumat sekolah offline https://t.co/323i0ruod2
"i mean like
skip kelas 9 trus masuk sma + sekolah offline","i mean like
skip kelas 9 trus masuk sma + sekolah offline"
"@04JYKEGF Baikk, cuma lagi sibuk aj ngurus sekolah INI UDAH MULAI OFFLINE N TUGAS SGT BEJIBUN😭","@04jykegf baikk, cuma lagi sibuk aj ngurus sekolah ini udah mulai offline n tugas sgt bejibun😭"
Demi apapun pengen sekolah offline,demi apapun pengen sekolah offline
"udah sekolah offline, jadi susah buat on disini.. im sowrrryyyy","udah sekolah offline, jadi susah buat on disini.. im sowrrryyyy"
@KN1308J heloo nai? tadi sekolah? daring atau udah masuk offline? btw jan lupa mam yaa 🥰,@kn1308j heloo nai? tadi sekolah? daring atau udah masuk offline? btw jan lupa mam yaa 🥰
"SchApp! Di sini yang sudah sekolah offline, menurut kalian tugasnya tambah banyak atau nggk

✄・・・
🧐 Trivia: Ombrometer adalah alat pengukur curah hujan","schapp! di sini yang sudah sekolah offline, menurut kalian tugasnya tambah banyak atau nggk

✄・・・
🧐 trivia: ombrometer adalah alat pengukur curah hujan"
"@JapanMerchFess pas offline gini cuma dikasih ongkos pulang doang sih, krn kantin sekolah jg gak buka wkwk.","@japanmerchfess pas offline gini cuma dikasih ongkos pulang doang sih, krn kantin sekolah jg gak buka wkwk."
"@convomf cug, gaada rasa bersukurnya emg manusia. dulu dikasih libur 2 tahun, ngeluh pengen ngerasain hidup normal, sekolah offline. sekarang udh mulai hidup normal, sekolah mulai offline, eh malah minta di online kan lagi. emg","@convomf cug, gaada rasa bersukurnya emg manusia. dulu dikasih libur 2 tahun, ngeluh pengen ngerasain hidup normal, sekolah offline. sekarang udh mulai hidup normal, sekolah mulai offline, eh malah minta di online kan lagi. emg"
@convomf Capek gak sekolah offline?,@convomf capek gak sekolah offline?
@convomf sekolah online/offline?,@convomf sekolah online/offline?
"@collegemenfess Itu nder, pak Nadiem pusing masalah sekolah online salah sekolah offline salah, jadi beliau merasa pusing","@collegemenfess itu nder, pak nadiem pusing masalah sekolah online salah sekolah offline salah, jadi beliau merasa pusing"
Pdhl sekolah offline cuma ampe jam 11 tp knp cape bgt ya😭,pdhl sekolah offline cuma ampe jam 11 tp knp cape bgt ya😭
"setidaknya seninku tidak terlalu buruk karena sekolah offline, makasi yh buat seisi x ipa 3 termasuk yang gk ngobrol sama sy dan cuma liat liatan🙏🏻","setidaknya seninku tidak terlalu buruk karena sekolah offline, makasi yh buat seisi x ipa 3 termasuk yang gk ngobrol sama sy dan cuma liat liatan🙏🏻"
@jenowley gw mingdep offline tks gmn kalo jam sekolah trs gw di sela-sela belajar “bu izin ngangkat vc lia”,@jenowley gw mingdep offline tks gmn kalo jam sekolah trs gw di sela-sela belajar “bu izin ngangkat vc lia”
"dulu pengenn bgt sekolah offline, pas denger kabar bakal belajar offline yaa seneng dongg, tp skrg pas offline malah pgn online lg, soalnya suasana nya kok freak gt yh🙂🙂🙂","dulu pengenn bgt sekolah offline, pas denger kabar bakal belajar offline yaa seneng dongg, tp skrg pas offline malah pgn online lg, soalnya suasana nya kok freak gt yh🙂🙂🙂"
"@Fleaurde_bleau sekolah offline, hbu?","@fleaurde_bleau sekolah offline, hbu?"
"@JapanMerchFess iya diksih semenjak msuk sma, trus jg kan skrg udh sekolah offline","@japanmerchfess iya diksih semenjak msuk sma, trus jg kan skrg udh sekolah offline"
